Time,Tag,Flow1,EIT
1615261822.087477,,"10.60
",
1615261822.0904691,,"10.62
",
1615261822.093461,,"10.50
",
1615261822.0964546,,"10.58
",
1615261822.0994446,,"10.38
",
1615261822.1024368,,"10.38
",
1615261822.1054294,,"10.33
",
1615261822.1084208,,"10.10
",
1615261822.112411,,"10.32
",
1615261822.1154025,,"10.33
",
1615261822.1183956,,"10.22
",
1615261822.1213868,,"10.22
",
1615261822.1243792,,"10.02
",
1615261822.1273715,,"9.93
",
1615261822.1303635,,"10.23
",
1615261822.133356,,"10.18
",
1615261822.1363482,,"10.47
",
1615261822.1393409,,"10.58
",
1615261822.1423314,,"10.37
",
1615261822.1453238,,"10.47
",
1615261822.1493134,,"10.65
",
1615261822.1523056,,"10.82
",
1615261822.1552982,,"10.75
",
1615261822.1582901,,"10.73
",
1615261822.1612833,,"10.98
",
1615261822.1642752,,"11.27
",
1615261822.167266,,"11.25
",
1615261822.1702588,,"11.38
",
1615261822.1732502,,"11.07
",
1615261822.1762438,,"11.30
",
1615261822.179235,,"11.08
",
1615261822.1832242,,"10.95
",
1615261822.186217,,"10.93
",
1615261822.1892085,,"10.68
",
1615261822.1922007,,"10.68
",
1615261822.195193,,"10.77
",
1615261822.1981854,,"10.80
",
1615261822.201177,,"10.77
",
1615261822.204169,,"10.52
",
1615261822.2071617,,"10.50
",
1615261822.210154,,"10.43
",
1615261822.2131455,,"10.53
",
1615261822.2171352,,"10.83
",
1615261822.2201278,,"10.53
",
1615261822.2231202,,"10.47
",
1615261822.2261114,,"10.40
",
1615261822.2291043,,"10.43
",
1615261822.2320962,,"10.62
",
1615261822.2350886,,"10.65
",
1615261822.23808,,"10.77
",
1615261822.2410724,,"10.82
",
1615261822.2440634,,"10.83
",
1615261822.2470555,,"10.78
",
1615261822.2510557,,"11.03
",
1615261822.2540388,,"11.02
",
1615261822.2570298,,"11.25
",
1615261822.2600236,,"11.43
",
1615261822.2630143,,"11.08
",
1615261822.2660065,,"10.95
",
1615261822.2689989,,"10.72
",
1615261822.27199,,"10.57
",
1615261822.274983,,"10.70
",
1615261822.277975,,"10.68
",
1615261822.280967,,"10.72
",
1615261822.284957,,"10.58
",
1615261822.2879481,,"10.60
",
1615261822.29094,,"10.40
",
1615261822.293933,,"10.43
",
1615261822.296925,,"10.40
",
1615261822.2999175,,"10.32
",
1615261822.3029094,,"10.17
",
1615261822.3059013,,"10.47
",
1615261822.308893,,"10.32
",
1615261822.3118865,,"10.27
",
1615261822.315876,,"10.03
",
1615261822.3188677,,"10.08
",
1615261822.321859,,"10.38
",
1615261822.3248513,,"10.30
",
1615261822.3278427,,"10.35
",
1615261822.330835,,"10.63
",
1615261822.3338268,,"10.67
",
1615261822.3368204,,"10.68
",
1615261822.339812,,"10.80
",
1615261822.342804,,"10.88
",
1615261822.3457963,,"10.73
",
1615261822.3487883,,"10.83
",
1615261822.3527772,,"10.67
",
1615261822.3557696,,"10.63
",
1615261822.3587615,,"10.55
",
1615261822.361755,,"10.48
",
1615261822.3647456,,"10.67
",
1615261822.3677378,,"10.60
",
1615261822.3707302,,"10.85
",
1615261822.3737252,,"10.62
",
1615261822.3767145,,"10.87
",
1615261822.3797069,,"10.55
",
1615261822.3826993,,"10.70
",
1615261822.386688,,"10.62
",
1615261822.3896809,,"10.82
",
1615261822.3926725,,"10.73
",
1615261822.3956642,,"10.68
",
1615261822.3986568,,"11.05
",
1615261822.4016492,,"10.82
",
1615261822.404641,,"11.02
",
1615261822.4076326,,"11.03
",
1615261822.4106257,,"11.07
",
1615261822.413617,,"11.10
",
1615261822.4166093,,"11.18
",
1615261822.4205997,,"11.28
",
1615261822.4235914,,"11.38
",
1615261822.4265835,,"11.15
",
1615261822.4295757,,"11.18
",
1615261822.4325674,,"11.05
",
1615261822.4355602,,"10.82
",
1615261822.4385521,,"10.53
",
1615261822.4415443,,"10.62
",
1615261822.4445372,,"10.57
",
1615261822.4475284,,"10.17
",
1615261822.4505196,,"9.90
",
1615261822.4535131,,"9.75
",
1615261822.4565039,,"9.88
",
1615261822.4594967,,"9.77
",
1615261822.462489,,"9.75
",
1615261822.4664776,,"9.80
",
1615261822.4694703,,"9.55
",
1615261822.4724627,,"9.48
",
1615261822.4754539,,"9.48
",
1615261822.4784465,,"9.52
",
1615261822.4814386,,"9.35
",
1615261822.48443,,"9.55
",
1615261822.4874225,,"9.63
",
1615261822.4904163,,"9.57
",
1615261822.4934075,,"9.72
",
1615261822.4963992,,"9.77
",
1615261822.4993906,,"9.68
",
1615261822.502383,,"9.63
",
1615261822.5053759,,"9.52
",
1615261822.5083673,,"9.92
",
1615261822.5113597,,"9.65
",
1615261822.5143514,,"9.75
",
1615261822.5173445,,"9.93
",
1615261822.5203357,,"9.95
",
1615261822.523329,,"10.03
",
1615261822.5273178,,"10.00
",
1615261822.5303094,,"9.73
",
1615261822.533302,,"9.67
",
1615261822.5362937,,"9.77
",
1615261822.5392864,,"9.78
",
1615261822.5422776,,"9.97
",
1615261822.5452702,,"9.88
",
1615261822.5482626,,"9.77
",
1615261822.551254,,"9.82
",
1615261822.5542467,,"9.80
",
1615261822.5572393,,"9.50
",
1615261822.5602317,,"9.55
",
1615261822.5632234,,"9.50
",
1615261822.5662148,,"9.60
",
1615261822.5692072,,"9.85
",
1615261822.5721996,,"9.93
",
1615261822.5751915,,"9.93
",
1615261822.5781846,,"10.00
",
1615261822.5811765,,"10.05
",
1615261822.584168,,"10.02
",
1615261822.5871603,,"9.98
",
1615261822.590152,,"9.93
",
1615261822.5931442,,"9.92
",
1615261822.596136,,"9.98
",
1615261822.6001396,,"9.82
",
1615261822.6031194,,"10.00
",
1615261822.6061108,,"10.12
",
1615261822.609102,,"9.98
",
1615261822.6120942,,"10.13
",
1615261822.6150858,,"10.23
",
1615261822.6180782,,"10.13
",
1615261822.621071,,"10.02
",
1615261822.6240623,,"10.07
",
1615261822.627055,,"9.95
",
1615261822.6300476,,"9.85
",
1615261822.6330388,,"9.90
",
1615261822.636031,,"9.97
",
1615261822.6390228,,"9.98
",
1615261822.6420147,,"9.90
",
1615261822.6460042,,"10.02
",
1615261822.6489973,,"10.13
",
1615261822.6519904,,"10.08
",
1615261822.6549814,,"9.98
",
1615261822.6579733,,"10.15
",
1615261822.6609654,,"10.27
",
1615261822.663958,,"10.23
",
1615261822.6669502,,"10.20
",
1615261822.6699433,,"10.33
",
1615261822.6729348,,"10.32
",
1615261822.675927,,"10.53
",
1615261822.679929,,"10.62
",
1615261822.6829093,,"10.60
",
1615261822.6859007,,"10.78
",
1615261822.688892,,"10.78
",
1615261822.6918845,,"11.17
",
1615261822.6948767,,"10.90
",
1615261822.6978683,,"10.97
",
1615261822.700861,,"11.13
",
1615261822.7038522,,"11.38
",
1615261822.7068436,,"11.05
",
1615261822.7098365,,"10.83
",
1615261822.7128286,,"10.80
",
1615261822.7158208,,"10.85
",
1615261822.7198246,,"10.68
",
1615261822.7228024,,"10.60
",
1615261822.725795,,"10.68
",
1615261822.7287862,,"10.60
",
1615261822.7317789,,"10.80
",
1615261822.7347713,,"10.67
",
1615261822.7377632,,"10.73
",
1615261822.7407548,,"10.80
",
1615261822.743747,,"10.85
",
1615261822.7467387,,"10.87
",
1615261822.749732,,"11.02
",
1615261822.7537208,,"10.77
",
1615261822.756713,,"11.08
",
1615261822.759705,,"10.67
",
1615261822.7626972,,"10.85
",
1615261822.765689,,"10.77
",
1615261822.7686815,,"10.93
",
1615261822.7716734,,"10.95
",
1615261822.774666,,"11.02
",
1615261822.7776575,,"11.13
",
1615261822.7806494,,"10.98
",
1615261822.7836416,,"10.95
",
1615261822.787631,,"10.92
",
1615261822.7906237,,"10.80
",
1615261822.7936158,,"10.62
",
1615261822.7966075,,"10.82
",
1615261822.7996008,,"10.75
",
1615261822.8025925,,"10.55
",
1615261822.8055847,,"10.57
",
1615261822.8085766,,"10.40
",
1615261822.8115685,,"10.37
",
1615261822.8145602,,"10.38
",
1615261822.817552,,"10.40
",
1615261822.8215418,,"10.38
",
1615261822.8245342,,"10.52
",
1615261822.827526,,"10.63
",
1615261822.830518,,"10.67
",
1615261822.83351,,"10.55
",
1615261822.8365026,,"10.65
",
1615261822.839495,,"10.98
",
1615261822.8424873,,"11.02
",
1615261822.8454788,,"10.88
",
1615261822.8484707,,"11.03
",
1615261822.8514628,,"11.00
",
1615261822.8554533,,"11.00
",
1615261822.858446,,"11.10
",
1615261822.8614368,,"11.07
",
1615261822.8644292,,"11.03
",
1615261822.8674207,,"10.92
",
1615261822.870414,,"10.87
",
1615261822.8734055,,"10.93
",
1615261822.8763976,,"10.80
",
1615261822.8793898,,"10.87
",
1615261822.8823826,,"11.12
",
1615261822.8853743,,"11.12
",
1615261822.8893633,,"11.03
",
1615261822.892355,,"10.93
",
1615261822.8953474,,"11.00
",
1615261822.8983397,,"11.27
",
1615261822.901332,,"11.05
",
1615261822.904324,,"11.05
",
1615261822.907316,,"11.07
",
1615261822.910309,,"11.08
",
1615261822.913301,,"10.92
",
1615261822.9162927,,"11.00
",
1615261822.9192886,,"10.65
",
1615261822.9222763,,"10.65
",
1615261822.9262662,,"10.70
",
1615261822.9292583,,"10.83
",
1615261822.9322503,,"10.47
",
1615261822.935242,,"10.73
",
1615261822.9382396,,"10.68
",
1615261822.9412277,,"10.62
",
1615261822.9442198,,"10.65
",
1615261822.9472122,,"10.55
",
1615261822.9502027,,"10.60
",
1615261822.9531953,,"10.52
",
1615261822.9561882,,"10.67
",
1615261822.960186,,"10.78
",
1615261822.963168,,"10.93
",
1615261822.9661605,,"10.97
",
1615261822.9691536,,"11.30
",
1615261822.972145,,"11.18
",
1615261822.9751372,,"11.17
",
1615261822.9781299,,"11.10
",
1615261822.9811223,,"11.12
",
1615261822.9841142,,"11.08
",
1615261822.9871058,,"11.25
",
1615261822.9900987,,"11.30
",
1615261822.9940884,,"11.20
",
1615261822.99708,,"11.07
",
1615261823.0000715,,"11.00
",
1615261823.0030642,,"10.98
",
1615261823.0060587,,"10.72
",
1615261823.0090475,,"10.65
",
1615261823.0120394,,"10.65
",
1615261823.0150325,,"10.48
",
1615261823.0180247,,"10.28
",
1615261823.021017,,"10.07
",
1615261823.0240083,,"10.05
",
1615261823.0270007,,"9.87
",
1615261823.0299928,,"9.77
",
1615261823.0339828,,"10.07
",
1615261823.0369759,,"10.03
",
1615261823.0399675,,"9.70
",
1615261823.0429595,,"9.52
",
1615261823.0459516,,"9.57
",
1615261823.0489438,,"9.73
",
1615261823.0519407,,"9.67
",
1615261823.0549278,,"9.73
",
1615261823.0579197,,"9.82
",
1615261823.060912,,"9.67
",
1615261823.063904,,"9.70
",
1615261823.0668964,,"9.98
",
1615261823.069889,,"10.00
",
1615261823.0728803,,"9.73
",
1615261823.0758734,,"9.73
",
1615261823.0788636,,"9.80
",
1615261823.0818567,,"9.60
",
1615261823.0848486,,"9.75
",
1615261823.0878406,,"9.63
",
1615261823.0908337,,"9.62
",
1615261823.0938249,,"9.47
",
1615261823.0968168,,"9.42
",
1615261823.1008062,,"9.50
",
1615261823.1037989,,"9.25
",
1615261823.1067903,,"9.30
",
1615261823.1097827,,"9.47
",
1615261823.1127763,,"9.37
",
1615261823.1157675,,"9.35
",
1615261823.118773,,"9.40
",
1615261823.1217651,,"9.47
",
1615261823.124744,,"9.67
",
1615261823.1277363,,"9.65
",
1615261823.130728,,"9.63
",
1615261823.1337202,,"9.62
",
1615261823.136712,,"9.68
",
1615261823.1397038,,"9.85
",
1615261823.1427014,,"9.82
",
1615261823.1456885,,"9.85
",
1615261823.1486902,,"9.55
",
1615261823.151672,,"9.53
",
1615261823.1546643,,"9.57
",
1615261823.1576557,,"9.77
",
1615261823.1606479,,"9.78
",
1615261823.1636405,,"9.73
",
1615261823.1666334,,"9.68
",
1615261823.1696246,,"9.42
",
1615261823.1726172,,"9.62
",
1615261823.1756094,,"9.65
",
1615261823.1795988,,"9.58
",
1615261823.1825907,,"9.58
",
1615261823.1855834,,"9.50
",
1615261823.1885748,,"9.55
",
1615261823.1915667,,"9.47
",
1615261823.1945605,,"9.57
",
1615261823.197551,,"9.82
",
1615261823.2005434,,"9.73
",
1615261823.203536,,"9.60
",
1615261823.2065272,,"9.68
",
1615261823.2095535,,"9.85
",
1615261823.2125118,,"9.77
",
1615261823.215504,,"9.95
",
1615261823.2184954,,"9.88
",
1615261823.221489,,"9.80
",
1615261823.2244813,,"10.08
",
1615261823.2274723,,"10.03
",
1615261823.2304645,,"10.20
",
1615261823.234454,,"10.27
",
1615261823.237446,,"10.23
",
1615261823.2404382,,"10.38
",
1615261823.24343,,"10.22
",
1615261823.2464225,,"10.20
",
1615261823.2494144,,"10.12
",
1615261823.2524066,,"10.02
",
1615261823.2553985,,"9.85
",
1615261823.2583907,,"9.82
",
1615261823.2613838,,"9.78
",
1615261823.2643752,,"9.77
",
1615261823.2673671,,"9.73
",
1615261823.2703593,,"9.62
",
1615261823.2733517,,"9.55
",
1615261823.276344,,"9.42
",
1615261823.2793357,,"9.35
",
1615261823.2823281,,"9.42
",
1615261823.2853208,,"9.33
",
1615261823.2893097,,"9.42
",
1615261823.2923017,,"9.60
",
1615261823.2952948,,"9.75
",
1615261823.2982867,,"9.73
",
1615261823.3012788,,"9.42
",
1615261823.3042698,,"9.40
",
1615261823.3072622,,"9.50
",
1615261823.3102543,,"9.60
",
1615261823.313246,,"9.75
",
1615261823.3162386,,"9.72
",
1615261823.3192303,,"9.75
",
1615261823.3222232,,"9.97
",
1615261823.3252156,,"9.73
",
1615261823.3282073,,"9.63
",
1615261823.3311996,,"9.72
",
1615261823.3341918,,"9.70
",
1615261823.337184,,"9.82
",
1615261823.3401754,,"9.77
",
1615261823.3431675,,"9.57
",
1615261823.3461597,,"9.62
",
1615261823.3491518,,"9.65
",
1615261823.3521442,,"9.60
",
1615261823.355136,,"9.63
",
1615261823.358128,,"9.57
",
1615261823.36112,,"9.55
",
1615261823.3641124,,"9.65
",
1615261823.3671055,,"9.70
",
1615261823.3710942,,"9.67
",
1615261823.3740861,,"9.70
",
1615261823.3770783,,"9.60
",
1615261823.3800707,,"9.82
",
1615261823.3830621,,"9.80
",
1615261823.3860545,,"9.68
",
1615261823.389046,,"10.02
",
1615261823.392038,,"10.00
",
1615261823.3950307,,"10.17
",
1615261823.398023,,"10.10
",
1615261823.4010146,,"10.12
",
1615261823.404007,,"9.98
",
1615261823.406999,,"10.12
",
1615261823.4099932,,"10.08
",
1615261823.4139822,,"10.02
",
1615261823.4169726,,"9.65
",
1615261823.4199767,,"9.83
",
1615261823.4229574,,"9.90
",
1615261823.42595,,"10.03
",
1615261823.4289412,,"9.82
",
1615261823.4319332,,"9.68
",
1615261823.4349256,,"9.82
",
1615261823.4379187,,"10.02
",
1615261823.44091,,"9.95
",
1615261823.443902,,"9.87
",
1615261823.446894,,"9.82
",
1615261823.4498856,,"9.87
",
1615261823.4528778,,"9.70
",
1615261823.4558697,,"9.78
",
1615261823.4588628,,"9.72
",
1615261823.4618547,,"9.73
",
1615261823.4648476,,"9.83
",
1615261823.4678385,,"9.77
",
1615261823.4708312,,"9.85
",
1615261823.4738238,,"10.05
",
1615261823.4778125,,"10.03
",
1615261823.4808052,,"10.37
",
1615261823.4837961,,"10.13
",
1615261823.4867918,,"10.33
",
1615261823.4897811,,"10.32
",
1615261823.4927747,,"10.43
",
1615261823.4957654,,"10.22
",
1615261823.4987574,,"10.33
",
1615261823.5017495,,"10.13
",
1615261823.5047414,,"9.95
",
1615261823.5077333,,"10.07
",
1615261823.5107253,,"9.88
",
1615261823.5137177,,"9.78
",
1615261823.5167096,,"9.70
",
1615261823.5207005,,"9.88
",
1615261823.5236914,,"9.75
",
1615261823.5266836,,"9.68
",
1615261823.5296755,,"9.63
",
1615261823.5326676,,"9.65
",
1615261823.5356603,,"9.90
",
1615261823.5386524,,"9.77
",
1615261823.5416446,,"9.68
",
1615261823.5446367,,"9.85
",
1615261823.5476284,,"9.95
",
1615261823.5506206,,"9.95
",
1615261823.5536125,,"9.82
",
1615261823.5566046,,"9.97
",
1615261823.5595968,,"9.98
",
1615261823.562589,,"10.25
",
1615261823.5655808,,"10.25
",
1615261823.5685737,,"10.32
",
1615261823.5725625,,"10.40
",
1615261823.575555,,"10.38
",
1615261823.5785468,,"10.27
",
1615261823.5815387,,"10.42
",
1615261823.5845318,,"10.13
",
1615261823.5875232,,"10.28
",
1615261823.5905156,,"10.12
",
1615261823.593509,,"10.15
",
1615261823.5964997,,"10.18
",
1615261823.599492,,"9.97
",
1615261823.602484,,"10.08
",
1615261823.6054761,,"10.12
",
1615261823.6094656,,"10.03
",
1615261823.612458,,"9.93
",
1615261823.6154494,,"9.95
",
1615261823.6184416,,"10.00
",
1615261823.6214335,,"9.83
",
1615261823.6244261,,"9.93
",
1615261823.6274185,,"10.02
",
1615261823.6304102,,"10.23
",
1615261823.6334026,,"10.28
",
1615261823.636394,,"10.35
",
1615261823.6393974,,"10.08
",
1615261823.6423786,,"10.17
",
1615261823.6453714,,"10.22
",
1615261823.6483626,,"10.37
",
1615261823.6523528,,"10.35
",
1615261823.655345,,"10.30
",
1615261823.6583378,,"10.47
",
1615261823.66133,,"10.50
",
1615261823.6643207,,"10.38
",
1615261823.6673133,,"10.35
",
1615261823.670305,,"10.37
",
1615261823.6732974,,"10.23
",
1615261823.67629,,"10.35
",
1615261823.679281,,"10.40
",
1615261823.682273,,"10.30
",
1615261823.6862643,,"10.38
",
1615261823.6892555,,"10.47
",
1615261823.6922493,,"10.53
",
1615261823.695239,,"10.53
",
1615261823.698244,,"10.35
",
1615261823.7012236,,"10.47
",
1615261823.704216,,"10.45
",
1615261823.7072074,,"10.37
",
1615261823.7102003,,"10.33
",
1615261823.7131925,,"10.23
",
1615261823.716184,,"10.27
",
1615261823.7201734,,"10.38
",
1615261823.7231658,,"10.25
",
1615261823.7261581,,"10.40
",
1615261823.7291496,,"10.38
",
1615261823.732143,,"10.27
",
1615261823.7351344,,"10.30
",
1615261823.7381263,,"10.52
",
1615261823.7411182,,"10.55
",
1615261823.7441106,,"10.67
",
1615261823.7471035,,"10.78
",
1615261823.7500958,,"10.73
",
1615261823.7540858,,"10.67
",
1615261823.7570763,,"10.97
",
1615261823.7600694,,"10.80
",
1615261823.7630603,,"10.60
",
1615261823.7660532,,"10.48
",
1615261823.7690449,,"10.45
",
1615261823.772037,,"10.27
",
1615261823.775029,,"10.30
",
1615261823.7780218,,"10.27
",
1615261823.7810144,,"10.22
",
1615261823.7840059,,"10.45
",
1615261823.7879949,,"10.25
",
1615261823.7909873,,"10.28
",
1615261823.7939794,,"10.55
",
1615261823.7969716,,"10.55
",
1615261823.7999637,,"10.55
",
1615261823.8029563,,"10.65
",
1615261823.805948,,"10.62
",
1615261823.8089395,,"10.67
",
1615261823.8119445,,"10.63
",
1615261823.8149235,,"10.72
",
1615261823.8179164,,"10.80
",
1615261823.8219054,,"10.57
",
1615261823.824898,,"10.62
",
1615261823.82789,,"10.58
",
1615261823.8308814,,"10.62
",
1615261823.8338747,,"10.65
",
1615261823.836866,,"10.40
",
1615261823.8398578,,"10.37
",
1615261823.8428502,,"10.35
",
1615261823.8458421,,"10.32
",
1615261823.8488348,,"10.58
",
1615261823.8518271,,"10.87
",
1615261823.8558173,,"10.55
",
1615261823.8588078,,"10.58
",
1615261823.861802,,"10.52
",
1615261823.8647943,,"10.55
",
1615261823.8677852,,"10.63
",
1615261823.8707774,,"10.90
",
1615261823.8737693,,"10.75
",
1615261823.8767605,,"10.63
",
1615261823.879754,,"10.78
",
1615261823.8827453,,"11.00
",
1615261823.8857377,,"11.10
",
1615261823.8887293,,"11.32
",
1615261823.892719,,"11.23
",
1615261823.895711,,"11.12
",
1615261823.898703,,"11.58
",
1615261823.901696,,"11.67
",
1615261823.90469,,"11.48
",
1615261823.9076834,,"11.42
",
1615261823.9106715,,"11.12
",
1615261823.9136634,,"11.42
",
1615261823.9166572,,"11.00
",
1615261823.9196491,,"10.92
",
1615261823.92264,,"10.90
",
1615261823.926631,,"10.47
",
1615261823.929623,,"10.35
",
1615261823.9326138,,"10.25
",
1615261823.935607,,"10.20
",
1615261823.9385977,,"10.20
",
1615261823.9415905,,"10.42
",
1615261823.9445827,,"10.55
",
1615261823.9475753,,"10.55
",
1615261823.9505675,,"10.77
",
1615261823.9535584,,"10.93
",
1615261823.9565508,,"10.57
",
1615261823.9605408,,"10.55
",
1615261823.9635324,,"10.65
",
1615261823.9665248,,"10.67
",
1615261823.969517,,"10.78
",
1615261823.972509,,"10.78
",
1615261823.9755008,,"10.90
",
1615261823.9784932,,"10.77
",
1615261823.9814847,,"11.02
",
1615261823.9844773,,"10.78
",
1615261823.9874697,,"10.60
",
1615261823.990461,,"10.57
",
1615261823.9944503,,"10.72
",
1615261823.9974442,,"10.65
",
1615261824.0004354,,"10.32
",
1615261824.0034277,,"10.47
",
1615261824.0064197,,"10.38
",
1615261824.009411,,"10.43
",
1615261824.0124037,,"10.18
",
1615261824.0153959,,"10.23
",
1615261824.018388,,"10.15
",
1615261824.021381,,"10.15
",
1615261824.0243735,,"9.80
",
1615261824.0273654,,"9.63
",
1615261824.031354,,"10.10
",
1615261824.0343454,,"10.27
",
1615261824.037338,,"10.25
",
1615261824.0403306,,"10.32
",
1615261824.043322,,"10.40
",
1615261824.0463142,,"10.25
",
1615261824.0493066,,"10.33
",
1615261824.0522983,,"10.42
",
1615261824.0552912,,"10.48
",
1615261824.0582829,,"10.45
",
1615261824.0612745,,"10.32
",
1615261824.0652635,,"10.20
",
1615261824.0682569,,"10.27
",
1615261824.071249,,"10.23
",
1615261824.0742404,,"9.97
",
1615261824.0772324,,"10.03
",
1615261824.0802248,,"9.95
",
1615261824.083217,,"10.05
",
1615261824.0862093,,"10.25
",
1615261824.0892015,,"10.25
",
1615261824.0921943,,"10.33
",
1615261824.0951862,,"10.27
",
1615261824.098184,,"10.43
",
1615261824.102167,,"10.63
",
1615261824.1051588,,"10.53
",
1615261824.1081507,,"10.28
",
1615261824.1111443,,"10.42
",
1615261824.1141362,,"10.48
",
1615261824.1171286,,"10.23
",
1615261824.1201205,,"10.43
",
1615261824.1231124,,"10.43
",
1615261824.1261036,,"10.45
",
1615261824.1290963,,"10.28
",
1615261824.1320891,,"10.50
",
1615261824.136078,,"10.70
",
1615261824.13907,,"10.62
",
1615261824.142063,,"10.55
",
1615261824.1450634,,"10.78
",
1615261824.1480465,,"10.28
",
1615261824.151038,,"10.20
",
1615261824.1540306,,"10.23
",
1615261824.1570227,,"10.25
",
1615261824.1600149,,"9.98
",
1615261824.163007,,"9.93
",
1615261824.1659987,,"10.13
",
1615261824.1689906,,"9.87
",
1615261824.1719825,,"10.00
",
1615261824.1749747,,"9.72
",
1615261824.1789644,,"9.70
",
1615261824.1819568,,"9.77
",
1615261824.1849492,,"9.88
",
1615261824.1879418,,"9.75
",
1615261824.1909344,,"9.63
",
1615261824.1939259,,"9.77
",
1615261824.1969182,,"9.77
",
1615261824.1999114,,"9.97
",
1615261824.2029014,,"10.10
",
1615261824.2058945,,"10.13
",
1615261824.208886,,"9.87
",
1615261824.2118785,,"10.03
",
1615261824.2148702,,"10.02
",
1615261824.2178624,,"10.00
",
1615261824.2208548,,"9.88
",
1615261824.2238467,,"9.87
",
1615261824.226839,,"9.60
",
1615261824.229832,,"9.55
",
1615261824.2328231,,"9.57
",
1615261824.2358146,,"9.37
",
1615261824.2388072,,"9.47
",
1615261824.241799,,"9.35
",
1615261824.2457893,,"9.37
",
1615261824.2487817,,"9.25
",
1615261824.2517745,,"9.33
",
1615261824.254765,,"9.15
",
1615261824.2577622,,"9.35
",
1615261824.260756,,"8.98
",
1615261824.2637417,,"9.13
",
1615261824.2667346,,"9.23
",
1615261824.269726,,"9.07
",
1615261824.2727177,,"8.95
",
1615261824.2757108,,"8.93
",
1615261824.278702,,"9.08
",
1615261824.281694,,"9.05
",
1615261824.2846868,,"9.28
",
1615261824.287691,,"9.30
",
1615261824.2906704,,"9.05
",
1615261824.2936625,,"9.23
",
1615261824.2966561,,"9.22
",
1615261824.2996466,,"9.03
",
1615261824.302639,,"8.95
",
1615261824.3056307,,"9.00
",
1615261824.308623,,"9.20
",
1615261824.311616,,"9.10
",
1615261824.3146074,,"9.10
",
1615261824.3175995,,"8.93
",
1615261824.3205917,,"8.90
",
1615261824.3235838,,"8.98
",
1615261824.3275735,,"9.03
",
1615261824.330565,,"8.92
",
1615261824.3335721,,"8.80
",
1615261824.336551,,"8.50
",
1615261824.3395414,,"8.68
",
1615261824.3425353,,"8.88
",
1615261824.3455257,,"9.00
",
1615261824.3485208,,"9.02
",
1615261824.3515105,,"9.15
",
1615261824.3545024,,"9.22
",
1615261824.3574944,,"9.30
",
1615261824.3604858,,"9.32
",
1615261824.3634906,,"9.43
",
1615261824.3664706,,"9.28
",
1615261824.3694625,,"9.47
",
1615261824.372455,,"9.35
",
1615261824.3754473,,"9.15
",
1615261824.378439,,"9.02
",
1615261824.3814328,,"9.15
",
1615261824.384423,,"9.23
",
1615261824.3874161,,"9.17
",
1615261824.3904073,,"9.05
",
1615261824.3934,,"9.00
",
1615261824.396392,,"8.85
",
1615261824.3993835,,"8.87
",
1615261824.4023767,,"8.77
",
1615261824.4063654,,"8.83
",
1615261824.409358,,"8.97
",
1615261824.4123495,,"8.90
",
1615261824.4153488,,"8.72
",
1615261824.4183342,,"8.70
",
1615261824.4213262,,"8.93
",
1615261824.4243205,,"8.82
",
1615261824.42731,,"8.77
",
1615261824.4303021,,"9.02
",
1615261824.433294,,"9.23
",
1615261824.4362874,,"9.23
",
1615261824.4392784,,"9.32
",
1615261824.4422703,,"9.55
",
1615261824.4452631,,"9.55
",
1615261824.4482565,,"9.48
",
1615261824.4512484,,"9.55
",
1615261824.4542396,,"9.52
",
1615261824.4572313,,"9.57
",
1615261824.4602242,,"9.50
",
1615261824.4632156,,"9.87
",
1615261824.466207,,"9.85
",
1615261824.4692004,,"9.73
",
1615261824.4721932,,"9.77
",
1615261824.4751842,,"9.42
",
1615261824.478176,,"9.33
",
1615261824.4811683,,"9.28
",
1615261824.4851577,,"9.13
",
1615261824.4881506,,"9.07
",
1615261824.491142,,"8.80
",
1615261824.4941494,,"8.67
",
1615261824.497126,,"8.73
",
1615261824.500118,,"8.75
",
1615261824.5031116,,"8.70
",
1615261824.5061023,,"8.53
",
1615261824.5090952,,"8.40
",
1615261824.5120869,,"8.47
",
1615261824.515079,,"8.52
",
1615261824.5180714,,"8.57
",
1615261824.521063,,"8.85
",
1615261824.5240552,,"8.83
",
1615261824.527047,,"8.62
",
1615261824.5300393,,"8.70
",
1615261824.5330317,,"8.67
",
1615261824.5360312,,"8.87
",
1615261824.539016,,"8.90
",
1615261824.5420082,,"8.97
",
1615261824.5450008,,"9.12
",
1615261824.5479925,,"9.00
",
1615261824.5509849,,"8.97
",
1615261824.5539763,,"8.82
",
1615261824.5579658,,"8.87
",
1615261824.560958,,"8.83
",
1615261824.56395,,"8.85
",
1615261824.5669417,,"8.77
",
1615261824.5699341,,"8.87
",
1615261824.572927,,"8.80
",
1615261824.5759187,,"8.75
",
1615261824.578911,,"8.68
",
1615261824.5819032,,"8.85
",
1615261824.584895,,"8.73
",
1615261824.587887,,"8.82
",
1615261824.590879,,"8.95
",
1615261824.5938714,,"9.15
",
1615261824.596863,,"9.13
",
1615261824.599856,,"9.07
",
1615261824.6028473,,"9.05
",
1615261824.60584,,"8.97
",
1615261824.6088314,,"8.93
",
1615261824.6118238,,"9.02
",
1615261824.614816,,"8.95
",
1615261824.6178079,,"8.90
",
1615261824.620801,,"8.97
",
1615261824.6237948,,"9.00
",
1615261824.6267848,,"8.93
",
1615261824.6297767,,"8.95
",
1615261824.632781,,"8.78
",
1615261824.6367586,,"8.62
",
